Data_Hora,IdTweet,Tweet,Candidato,tweet_limpo
2022-07-30 22:05:50+00:00,1553502153158922240,@valoreconomico Kkkkkkkk. E tem maluco que acredita que o “mito” não gosta de “ex-presidiário”.  Bolsonaro é o maior estelionato eleitoral que já existiu nesse país,Bolsonaro, kkkkkkkk. e tem maluco que acredita que o “mito” não gosta de “ex-presidiário”.  bolsonaro é o maior estelionato eleitoral que já existiu nesse país
2022-07-30 22:05:50+00:00,1553502150822600708,"@LucasRo72047543 @fmei1 @psol50 @Haddad_Fernando Aí é que está: votarei no Lula no primeiro turno, então obviamente estou votando em Alkmin. Agora, uma coisa é votar no Lula apesar do Alkmin, pois continua sendo a melhor candidatura para derrotar o Bolsonaro. Não precisamos mentir dizendo que o chuchu é SD ou de centro pra isso",Bolsonaro,"    aí é que está: votarei no lula no primeiro turno, então obviamente estou votando em alkmin. agora, uma coisa é votar no lula apesar do alkmin, pois continua sendo a melhor candidatura para derrotar o bolsonaro. não precisamos mentir dizendo que o chuchu é sd ou de centro pra isso"
2022-07-30 22:11:20+00:00,1553503535689568259,Não deveria..Ciro Gomes funciona como linha Auxiliar do Bolsonaro https://t.co/OhQVgEcHNV,Ciro Gomes,não deveria..ciro gomes funciona como linha auxiliar do bolsonaro 
2022-07-30 22:11:09+00:00,1553503492010086404,"Resolve tanto que elegeu Bolsonaro, enquanto TODAS PESQ. apontavam DERROTA P/ PT, MAS VITÓRIA PRO @cirogomes. E virou PTEMINION DESDE ENTÃO: INVENTA CULPADO PELA DERROTA.
""Cartomante com Alzheimer"" é uma  das expressões sensacionais do @cirogomes 
#PrefiroCiro https://t.co/uEOQAo43Xd",Ciro Gomes,"resolve tanto que elegeu bolsonaro, enquanto todas pesq. apontavam derrota p/ pt, mas vitória pro  e virou pteminion desde então: inventa culpado pela derrota.""cartomante com alzheimer"" é uma  das expressões sensacionais do   "
2022-07-30 22:10:48+00:00,1553503401757081602,@parox40 @cirogomes Foi nesse dia aqui https://t.co/lDG436XBoG,Ciro Gomes,  foi nesse dia aqui 
2022-07-30 22:10:40+00:00,1553503370853376001,"@ANTONIO72762204 @cirogomes Nem no Ceará o coroné ganha, fica em terceiro!",Ciro Gomes,"  nem no ceará o coroné ganha, fica em terceiro!"
2022-07-30 22:10:39+00:00,1553503363844771841,@Cristia00945910 @cirogomes 👊✌️,Ciro Gomes,  👊✌️
2022-07-30 22:10:31+00:00,1553503329233371139,@evenstarariel @cirogomes 🤡🤣🤣🤣🤣 https://t.co/6sCRA5VWzd,Ciro Gomes,  🤡🤣🤣🤣🤣 
2022-07-30 22:10:08+00:00,1553503234345631744,"@cirogomes VIVE POUCO COMO UM REI 
OU MUITO COMO UM ZÉ
ESSA EU NÃO SEI RESPONDER

TU VIROU UM ZÉ AMARGO PRA CARALHO MEU BOM

METADE DO TEU ELEITORADO DE 2018 TÁ DECEPCIONADO, DEMITE E ENTRA COM UM BO CONTRA QUEM COMANDA O MARKETING DA TUA CAMPANHA PÓS PRIMEIRO TURNO DE 2018",Ciro Gomes," vive pouco como um rei ou muito como um zéessa eu não sei respondertu virou um zé amargo pra caralho meu bommetade do teu eleitorado de 2018 tá decepcionado, demite e entra com um bo contra quem comanda o marketing da tua campanha pós primeiro turno de 2018"
2022-07-30 22:10:08+00:00,1553503233557110784,"@cirogomes @GloboNews Ciro, foca na Tebet, Pablo Marçal, Janones .... vai neles e diz que vc ganhando, irá convidar os ex candidatos da república que não estão na polarização. Isso dá muito pontos. Cada candidato a presidência tem um foco principal, então destina ministérios pra eles.",Ciro Gomes,"  ciro, foca na tebet, pablo marçal, janones .... vai neles e diz que vc ganhando, irá convidar os ex candidatos da república que não estão na polarização. isso dá muito pontos. cada candidato a presidência tem um foco principal, então destina ministérios pra eles."
2022-07-30 22:09:56+00:00,1553503183837741057,"@Ruebster_ajalem @Omardeideais @cirogomes Desde sempre um lambari ensaboado - serviçal da elite, do rentismo e do baronato financeiro.",Ciro Gomes,"   desde sempre um lambari ensaboado - serviçal da elite, do rentismo e do baronato financeiro."
2022-07-30 22:09:53+00:00,1553503171984736256,@AkyllaFernanda @denis_vou_de_12 @cirogomes RT.,Ciro Gomes,   rt.
2022-07-30 22:09:50+00:00,1553503161234735104,"@FerreiraNetocrf @AnaLeal_FLA1895 @centraldanacao Bolsonaro, lula, Hadad, ciro Gomes KKKKKKKKKKKKKKKKK",Ciro Gomes,"   bolsonaro, lula, hadad, ciro gomes kkkkkkkkkkkkkkkkk"
2022-07-30 22:09:46+00:00,1553503144340062215,@thamescoast @SalaLolita @cirogomes @thabataganga Ótimo muito obrigado!,Ciro Gomes,    ótimo muito obrigado!
2022-07-30 22:09:30+00:00,1553503075926777875,@cirogomes Presidente abandone o tom professora; converse com o povo,Ciro Gomes, presidente abandone o tom professora; converse com o povo
2022-07-30 22:09:21+00:00,1553503038689710081,"@oniromind @LucasVAAlmeida @AndreJanonesAdv @cirogomes É abrir concessões no plano de governo para os mesmos neoliberais que HOJE ferram com a população no governo Bolsonaro. Sinceramente, vou apoiar Lula contra o boçal, mas esse engodo que querem empurrar é de lascar. Revoltante.",Ciro Gomes,"    é abrir concessões no plano de governo para os mesmos neoliberais que hoje ferram com a população no governo bolsonaro. sinceramente, vou apoiar lula contra o boçal, mas esse engodo que querem empurrar é de lascar. revoltante."
2022-07-30 22:09:16+00:00,1553503016623407105,@cirogomes Kkkkkkkkk...demência chegou mesmo!,Ciro Gomes, kkkkkkkkk...demência chegou mesmo!
2022-07-30 22:09:16+00:00,1553503016363458560,@aluisferreira @Jack3d01 @cirogomes Nossa nao sabia que uma hastag irritasse tanto esses traidores.,Ciro Gomes,   nossa nao sabia que uma hastag irritasse tanto esses traidores.
2022-07-30 22:09:10+00:00,1553502991856148480,"@cirogomes Olha o homem ai gente!

#CiroPresidente",Ciro Gomes, olha o homem ai gente!
2022-07-30 22:08:43+00:00,1553502878152654848,@JoceliRdaRosa @marcusvinitae @cirogomes RT.,Ciro Gomes,   rt.
2022-07-30 22:08:27+00:00,1553502809240338432,"@StuckerLu @cirogomes Quem fez piada foi seu candidato. Aliás, ele faz direto. Nada contra.",Ciro Gomes,"  quem fez piada foi seu candidato. aliás, ele faz direto. nada contra."
2022-07-30 22:08:25+00:00,1553502802789470208,@Estadao @ViraVotoCiro @EstadaoPolitica Quem tem propostas para mudar o Brasil é o Ciro Gomes!,Ciro Gomes,   quem tem propostas para mudar o brasil é o ciro gomes!
2022-07-30 22:08:25+00:00,1553502802407735298,"@luizmoura123 @cirogomes Deixou o cargo com essa aprovação toda porque deu um pouco a mais para quem pouco tinha, usando de políticas econômicas artificiais pelas quais pagamos o preço pouco tempo depois, começando no governo Dilma.",Ciro Gomes,"  deixou o cargo com essa aprovação toda porque deu um pouco a mais para quem pouco tinha, usando de políticas econômicas artificiais pelas quais pagamos o preço pouco tempo depois, começando no governo dilma."
2022-07-30 22:08:24+00:00,1553502796737122304,"@cirogomes Ciro, o que você vai ser quando se tornar ex-candidato?",Ciro Gomes," ciro, o que você vai ser quando se tornar ex-candidato?"
2022-07-30 22:08:19+00:00,1553502777686609920,@cirogomes https://t.co/8coNrFW6BE,Ciro Gomes, 
2022-07-30 22:08:18+00:00,1553502771227361281,@cirogomes Caramba como vc é cínico.,Ciro Gomes, caramba como vc é cínico.
2022-07-30 22:07:59+00:00,1553502695473963009,"@Kadancordeiro86 @cirogomes @ArmandoGalleni Concordo com você em relação à Marina. 

Quanto à eleição de 26, o povo é quem vai decidir se valerá a pena continuar com o PT. 

Agora, a missão é expulsar o inominável.",Ciro Gomes,"   concordo com você em relação à marina. quanto à eleição de 26, o povo é quem vai decidir se valerá a pena continuar com o pt. agora, a missão é expulsar o inominável."
2022-07-30 22:07:49+00:00,1553502653220638723,@capricarolina O CIRO GOMES KKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKK,Ciro Gomes, o ciro gomes kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk
2022-07-30 22:07:47+00:00,1553502642151751682,@NogueiraCapitao @Neymonte2 @cirogomes SDV,Ciro Gomes,   sdv
2022-07-30 22:07:38+00:00,1553502605246169090,"@aaofilho_ @cirogomes ""Lula leva vantagem""
Eu não sei em que país você viveu nos últimos 4 anos.",Ciro Gomes,"  ""lula leva vantagem""eu não sei em que país você viveu nos últimos 4 anos."
2022-07-30 22:07:19+00:00,1553502526640734210,@cirogomes Teria sido presidente. Só faltaram os votos.,Ciro Gomes, teria sido presidente. só faltaram os votos.
2022-07-30 22:07:12+00:00,1553502494680141825,@cirogomes Ah sei,Ciro Gomes, ah sei
2022-07-30 22:07:07+00:00,1553502475067482114,"@abnerjose4 @MonteiroBurns @lukinhakeder @ofilhodopastor @AndreJanonesAdv @cirogomes Só em pensamento, né? Pra m perder o personagem",Ciro Gomes,"      só em pensamento, né? pra m perder o personagem"
2022-07-30 22:06:58+00:00,1553502438606471169,"@oniromind @LucasVAAlmeida @AndreJanonesAdv @cirogomes Essa falácia do bem maior é triste e olha que sou eleitor do PT desde a década de 90. Esse discurso é uma piada com nossa cara. Sabem que o problema não é alianças, com opositores ou não. O problema é trazer, entre outras coisas, um protofascista para a vice presidência.",Ciro Gomes,"    essa falácia do bem maior é triste e olha que sou eleitor do pt desde a década de 90. esse discurso é uma piada com nossa cara. sabem que o problema não é alianças, com opositores ou não. o problema é trazer, entre outras coisas, um protofascista para a vice presidência."
2022-07-30 22:06:55+00:00,1553502424878534656,"@FGuerreiroMEP @cirogomes @LulaOficial Ele deu uma entrevista de quase 2hs p/ UOL. Não acho q estava passando por lá e foi questionado aleatoriamente. Debates importam. 11 debates em 45 dias, nao. Ainda + quando tem 1min pra responder. Já votei no Ciro, o acho inteligente, mas atualmente ele só ataca tudo e a todos",Ciro Gomes,"   ele deu uma entrevista de quase 2hs p/ uol. não acho q estava passando por lá e foi questionado aleatoriamente. debates importam. 11 debates em 45 dias, nao. ainda + quando tem 1min pra responder. já votei no ciro, o acho inteligente, mas atualmente ele só ataca tudo e a todos"
2022-07-30 22:06:51+00:00,1553502406511677440,"@cirogomes Eis o X da questão. 
Por isso votamos em você, mas você precisa vencer exclusivamente pelo voto consciente. Problema é o eleitor de miolo mole que se encanta com ídolos politiqueiros demagogos, forjados pelas negociatas e mídia comprada.",Ciro Gomes," eis o x da questão. por isso votamos em você, mas você precisa vencer exclusivamente pelo voto consciente. problema é o eleitor de miolo mole que se encanta com ídolos politiqueiros demagogos, forjados pelas negociatas e mídia comprada."
2022-07-30 22:06:46+00:00,1553502388631240704,@cirogomes Já tomou seu gardenal hj Ciro?,Ciro Gomes, já tomou seu gardenal hj ciro?
2022-07-30 22:06:45+00:00,1553502383698808839,"@ShadowWalter2 @renancalheiros @LulaOficial Graças a Deus existe Ciro Gomes para forçar a auto crítica que o PT nunca fez... Mas a conta sempre chega. Na verdade já chegou com o Bolsonaro e o PT não aprendeu. Comete hoje os mesmos erros.

E sobre esse seu pragmatismo tolo: o Brasil da redemocratização para cá está doente +",Ciro Gomes,   graças a deus existe ciro gomes para forçar a auto crítica que o pt nunca fez... mas a conta sempre chega. na verdade já chegou com o bolsonaro e o pt não aprendeu. comete hoje os mesmos erros.e sobre esse seu pragmatismo tolo: o brasil da redemocratização para cá está doente +
2022-07-30 22:06:43+00:00,1553502375729680386,"@JotaBarbosa13 @eyeofperegrine @Boscardin Eu sou e votarei em Ciro Gomes.👊🏻❤️ 

Vc não é mais e tudo bem, mas ""(...) Nessa babação de derrotar Bozo de qualquer forma, vocês não estão nem vendo o que estão criando..."" (@RaphaelVarjao )

Boa sorte. ☺️",Ciro Gomes,"   eu sou e votarei em ciro gomes.👊🏻❤️ vc não é mais e tudo bem, mas ""(...) nessa babação de derrotar bozo de qualquer forma, vocês não estão nem vendo o que estão criando..."" ( )boa sorte. ☺️"
2022-07-30 22:06:12+00:00,1553502244087255041,"Só @cirogomes irá enfrentar a turma da mamatinha!!
#CiroUnicaVia https://t.co/vCSrWRS45I",Ciro Gomes,só  irá enfrentar a turma da mamatinha!! 
2022-07-30 22:06:12+00:00,1553502244036923393,"Ciro Gomes diz que “não há caminho” para apoiar Lula no segundo turno contra Bolsonaro

https://t.co/iXS2IV55Jz",Ciro Gomes,ciro gomes diz que “não há caminho” para apoiar lula no segundo turno contra bolsonaro
2022-07-30 22:06:11+00:00,1553502242539446275,@cirogomes Sardinha está bêbado já. Em um país sério não ganha nem para vereador.,Ciro Gomes, sardinha está bêbado já. em um país sério não ganha nem para vereador.
2022-07-30 22:06:03+00:00,1553502207483453440,@cirogomes Pois é presidente,Ciro Gomes, pois é presidente
2022-07-30 22:05:54+00:00,1553502170649165826,@cleitondx8 @SalaLolita @cirogomes Aí em SJC tem a gloriosa @thabataganga,Ciro Gomes,   aí em sjc tem a gloriosa 
2022-07-30 22:05:50+00:00,1553502153997750272,@cirogomes As mesmas palavras de Bolsonaro,Ciro Gomes, as mesmas palavras de bolsonaro
2022-07-30 22:05:49+00:00,1553502149191127040,@cirogomes Já viu a sua toalha coroné?! https://t.co/dQhe96UEXC,Ciro Gomes, já viu a sua toalha coroné?! 
2022-07-30 22:05:29+00:00,1553502064549969923,"@ReisSpano @benardes74 @Alfenoide @cirogomes Então vc concorda que o Fracassiro é machista, mesmo, né flor? 🥀 https://t.co/VisG0bMw2d",Ciro Gomes,"    então vc concorda que o fracassiro é machista, mesmo, né flor? 🥀 "
2022-07-30 22:05:26+00:00,1553502051224649734,"@LCNCLuizClaudio @cirogomes Prezado @LCNCLuizClaudio 

Presumo que você não entendeu que 

Ir para Paris = romper com o PT

@cirogomes  não é @LulaOficial . 
Ciro é Ciro e Lula é Lula. 

A propósito, quem foi o culpado de Bolsonaro ter 57 milhões de votos no 2º turno? Dica: Começa com P e termina com T.",Ciro Gomes,"  prezado  presumo que você não entendeu que ir para paris = romper com o pt  não é  . ciro é ciro e lula é lula. a propósito, quem foi o culpado de bolsonaro ter 57 milhões de votos no 2º turno? dica: começa com p e termina com t."
2022-07-30 22:05:13+00:00,1553501997613162499,"@tonvieira87 @cirogomes Votaria por*@ nenhuma. Em 2018 quando só o Ciro ganhava do bolsonaro os petistas defendiam o voto ideológico arduamente, quando saiu uma pesquisa onde o poste pela margem de erro encostava, no mesmo instante defenderam voto útil.

Pode mentir, sabemos quem vocês são.",Ciro Gomes,"  votaria por*@ nenhuma. em 2018 quando só o ciro ganhava do bolsonaro os petistas defendiam o voto ideológico arduamente, quando saiu uma pesquisa onde o poste pela margem de erro encostava, no mesmo instante defenderam voto útil.pode mentir, sabemos quem vocês são."
2022-07-30 22:05:13+00:00,1553501996510068744,Saiu a sua toalha coroné sirugomi @cirogomes https://t.co/UoySviRsrq,Ciro Gomes,saiu a sua toalha coroné sirugomi  
2022-07-30 22:05:03+00:00,1553501953702895617,"@LeonardoBoff @cirogomes Na verdade, muita gente custa a aceitar que semianalfabetos continuem entrando para a política, pois, apesar de o cerne da política ser a representatividade popular, os cargos exigem estudo e capacitação para realmente resolver os problemas do país, em vez de focar em esmolas.",Ciro Gomes,"  na verdade, muita gente custa a aceitar que semianalfabetos continuem entrando para a política, pois, apesar de o cerne da política ser a representatividade popular, os cargos exigem estudo e capacitação para realmente resolver os problemas do país, em vez de focar em esmolas."
2022-07-30 22:04:55+00:00,1553501921452892161,@revistaoeste @cirogomes Ja marcou a passagem para paris?,Ciro Gomes,  ja marcou a passagem para paris?
2022-07-30 22:04:52+00:00,1553501910845497346,"@opovo 😂😂😂😂😂 Tá sei kkkkkkkkkkkk

É @cirogomes  Presidente e @robertoclaudio  Governador.",Ciro Gomes, 😂😂😂😂😂 tá sei kkkkkkkkkkkké   presidente e   governador.
